,Release date,Artist,Album,Genre,Label,Producer
0,January 1 2016,Boosie Badazz,In My Feelings (Goin' Thru It),Hip hop,"Jewell House, Bad Azz, Trill, EMPIRE",
1,January 1 2016,Rachel Platten,Wildfire,"Pop, power pop, soul, electropop",Columbia,"Ben Singer, Brian West, Jon Levine"
2,January 6 2016,MISIA,LOVE BEBOP,"Pop, soul, dance-pop, R&B",Ariola,"DJ Gomi, Her0ism, Hiroshi Matsui, Sakoshin, Shirō Sagisu, Takayuki Hattori, Tohru Shigemi"
3,January 8 2016,David Bowie,Blackstar,"Art rock, experimental rock, jazz","ISO, Columbia, RCA, Sony Music","David Bowie, Tony Visconti"
4,January 8 2016,Hinds,Leave Me Alone,"Garage rock, lo-fi",Mom + Pop,
5,January 8 2016,Ignite,A War Against You,Melodic hardcore,Century Media,Cameron Webb
6,January 8 2016,KSI,Keep Up,"British hip hop, grime",Island,"D-Phantom, DJ Turkish, Sway, Zagor"
7,January 8 2016,Marshmello,Joytime,"Future bass, progressive house, trap",Joytime Collective,Marshmello
8,January 8 2016,Stevie McCrorie,Big World,Pop,Decca,
9,January 8 2016,Villagers,Where Have You Been All My Life?,Indie folk,Domino,
10,January 15 2016,Anderson .Paak,Malibu,"Hip hop, R&B, soul","Steel Wool, OBE, Art Club, EMPIRE","9th Wonder, Adrian L. Miller, Anderson .Paak, Callum Connor, Chris Dave and the Drumhedz, Dem Jointz, DJ Khalil, Hi-Tek, Jose Rios, Kaytranada, Ketrina ""Taz"" Askew, Kevin Morrow, Like, Madlib, POMO, Vicky Farewell Nguyen"
11,January 15 2016,"Ben Monder, Pete Rende, Andrew Cyrille, Paul Motian",Amorphae,Jazz,ECM,Sun Chung
12,January 15 2016,Blaze Ya Dead Homie,The Casket Factory,"Gangsta rap, horrorcore",Majik Ninja,"The Dead Beatz, DJ Swamp, Fritz the Cat, Seven"
13,January 15 2016,Brothers Osborne,Pawn Shop,Country,EMI Nashville,"Jay Joyce, Brad Hill, Brothers Osborne"
14,January 15 2016,Charles Lloyd & The Marvels,I Long To See You,Jazz,Blue Note,
15,January 15 2016,Classified,Greatful,Hip hop,"Halflife Records, Universal Music Canada",Classified
16,January 15 2016,Daughter,Not to Disappear,Alternative pop,4AD,"Igor Haefeli, Nicolas Vernhes"
17,January 15 2016,Daz and Snoop,Cuzznz,"West Coast hip hop, G-funk",Felder Entertainment Inc.,"Daz Dillinger, Dâm-funk, DJ 2High, kjconteh, Rick Rock, Snoop Dogg"
18,January 15 2016,"Hank Williams, Jr.",It's About Time,"Country rock, Southern rock",Nash Icon,Julian Raymond
19,January 15 2016,Lecrae,Church Clothes 3,"Christian hip hop, conscious hip hop",Reach,"Black Knight, Epikh Pro, GAWVI, Mykalife, Ryan Righteous, S1, Shindo, VohnBeatz"
20,January 15 2016,Panic! at the Disco,Death of a Bachelor,"Pop rock, pop, rock, jazz, hip hop","DCD2, Fueled by Ramen","Brendon Urie, Imad Royal, J.R. Rotem, Jake Sinclair, Suzy Shinn, White Sea"
21,January 15 2016,Randy Rogers Band,Nothing Shines Like Neon,Country,Tommy Jackson Records,Buddy Cannon
22,January 15 2016,Show of Hands,The Long Way Home,Folk,Hands on Music,Mark Tucker
23,January 15 2016,Skunk Anansie,Anarchytecture,Alternative rock,"earMUSIC, Carosello",
24,January 15 2016,Wes Montgomery,One Night in Indy,Hard bop,Resonance,"George Klabin, Robert Montgomery, Zev Feldman"
25,January 21 2016,Jesu and Sun Kil Moon,Jesu/Sun Kil Moon,"Post-metal, indie folk, electronic music, ambient music, spoken word","Caldo Verde, Rough Trade","Justin Broadrick, Mark Kozelek"
