,Release date,Artist,Album,Genre,Label,Producer
0,July 1 2014,Air Dubai,Be Calm,"Hip hop, pop",Hopeless,"Dwight A. Baker, Colin Munroe"
1,July 1 2014,Every Time I Die,From Parts Unknown,"Metalcore, hardcore punk, mathcore, sludge metal",Epitaph,Kurt Ballou
2,July 1 2014,Hotel Books,"I'm Almost Happy Here, But I Never Feel At Home","Spoken word, indie rock, emo",inVogue,"Jay Maas, Hiram Hernandez"
3,July 1 2014,Robin Thicke,Paula,R&B,"Star Trak, Interscope","Robin Thicke, Pro Jay"
4,July 1 2014,Seether,Isolate and Medicate,"Post-grunge, hard rock, alternative metal","The Bicycle Music Company, Concord Bicycle, Spinefarm",Brendan O'Brien
5,July 1 2014,Tessanne Chin,Count on My Love,"Pop, reggae fusion, pop rock, R&B, soul","Republic, Universal Republic","Chuck Harmony, Jerry Duplessis, Jevon ""BabyBoy"" Hill, Johann Seaton, MadMen Productions, Mark ""Exit"" Goodchild, Mitchum ""Khan"" Chin, Peter Stengaard, Peter Svensson, Ricardo Rameshwar, Shama ""Sak Pase"" Joseph, Stargate, Sting International, Supa Dups, Terry ""Maddscientist"" Thomas, Toby Gad, Willy Chin"
6,July 1 2014,Trey Songz,Trigga,R&B,Atlantic,"A+, A-Wall, Alvin Isaacs, Brandon ""B.A.M."" Alexander, The Breed, Bryan ""Composer"" Nelson, Christopher ""C4"" Umana, D'Mile, Da Internz, Danny ""Denero"" Klein, DJ Mustard, Dun Deal, The Featherstones, The Insomniakz, John ""SK"" McGee, Matt Campfield, Mike Will Made It, Soundz, SquatBeats, Troy Taylor, Uforo ""Bongo the Drum Gahd"" Ebong, Virtuoso"
7,July 2 2014,Ayumi Hamasaki,Colours,"J-pop, dance-pop, house, trance",Avex Trax,Max Matsuura
8,July 4 2014,Khia,Love Locs,R&B,Thug Misses,Khia
9,July 4 2014,Midge Ure,Fragile,Pop rock,Hypertension Music,
10,July 4 2014,The Red Jumpsuit Apparatus,4,"Post-hardcore, pop punk, alternative rock, emo",,"Lee Miles, Ronnie Winter"
11,July 4 2014,Sia,1000 Forms of Fear,Electropop,"Monkey Puzzle, RCA","Christopher Braide, Greg Kurstin, Diplo, Jesse Shatkin, Four Tet, France Picoulet"
12,July 4 2014,Sonic Syndicate,Sonic Syndicate,"Metalcore, alternative metal, melodic death metal",Nuclear Blast,Roberto Lahgi
13,July 4 2014,Tarja,Left in the Dark,"Symphonic metal, alternative rock",Edel,"Tarja, Mic"
14,July 7 2014,Comet Gain,Paperback Ghosts,Indie pop,Fortuna Pop!,
15,July 7 2014,Example,Live Life Living,EDM,Epic,"Alex Smith, Critikal, Example, Fraser T Smith, Jakob Liedholm, Sheldrake, Steve Hill, Stuart Price"
16,July 7 2014,f(x),Red Light,"K-pop, Electronic, dance-pop, synthpop","S.M. Entertainment, KT Music","Casper & B., Lee Soo-man"
17,July 7 2014,Manic Street Preachers,Futurology,"Alternative rock, post-punk, dance-rock, krautrock",Columbia,"Alex Silva, Loz Williams, Manic Street Preachers"
18,July 7 2014,Mike Stud,Closer,Hip hop,Electric Feel Music,Louis Bell
19,July 7 2014,La Roux,Trouble in Paradise,"Synthpop, new wave, disco",Polydor,"Elly Jackson, Ian Sherwin, Al Shux"
20,July 8 2014,Chelsea Grin,Ashes to Ashes,Deathcore,"Artery, Razor & Tie","Chelsea Grin, Diego Farias, Stetson Whitworth"
